/* DATA DESCRIPTION:
Citation:	Miller, Heinz; Schwager, Matthias (2000): Density of ice core ngt37C95.2 from the North Greenland Traverse. PANGAEA, https://doi.org/10.1594/PANGAEA.57798
45.717	719.4
45.718	717.0
45.719	717.2
45.720	713.9
45.721	707.7
45.722	705.4
45.723	699.8
45.724	700.1
45.725	700.1
45.726	699.1
45.727	698.1
45.728	695.7
45.729	696.7
45.730	699.2
45.731	698.9
45.732	696.8
45.733	694.6
45.734	697.5
45.735	696.5
45.736	698.9
45.737	698.4
45.738	701.6
45.739	702.3
45.740	699.6
45.741	697.0
45.742	698.9
45.743	697.8
45.744	701.1
45.745	697.1
45.746	699.7
45.747	699.6
45.748	700.0
45.749	703.7
45.750	702.7
45.751	702.8
45.752	700.6
45.753	701.2
45.754	701.9
45.755	705.2
45.756	704.4
45.757	704.7
45.758	705.2
45.759	704.4
45.760	706.1
45.781	715.9
45.782	716.4
45.783	717.2
45.784	717.4
45.785	719.2
45.786	719.4
45.787	720.1
45.788	718.9
45.789	721.6
45.790	723.0
45.791	722.4
45.792	722.5
45.793	723.3
45.794	722.3
45.795	720.2
45.796	731.3
45.797	742.8
45.798	742.5
45.799	738.6
45.800	731.3
45.801	727.1
45.802	724.2
45.803	723.5
45.804	721.6
45.805	716.6
45.806	711.2
45.807	707.8
45.808	708.5
45.809	706.0
45.810	709.8
45.811	707.1
45.812	707.1
45.813	711.4
45.814	706.7
45.815	708.4
45.816	710.4
45.817	711.2
45.818	713.9
45.819	716.2
45.820	716.8
45.821	714.5
45.822	712.0
45.823	709.5
45.824	706.2
45.825	708.4
45.826	707.9
45.827	707.3
45.828	709.9
45.829	708.1
45.830	711.8
45.831	712.7
45.832	708.8
45.833	712.7
45.834	715.8
45.835	713.6
45.836	715.1
45.837	716.5
45.838	715.9
45.839	713.3
45.840	711.1
45.841	711.2
45.842	708.9
45.843	708.7
45.844	713.4
45.845	715.0
45.846	716.1
45.847	715.5
45.848	712.0
45.849	712.0
45.850	711.5
45.851	713.3
45.852	712.7
45.853	719.7
45.854	717.7
45.855	717.8
45.856	714.0
45.857	713.6
45.858	716.7
45.859	720.2
45.860	718.4
45.861	716.9
45.862	718.2
45.863	717.5
45.864	716.7
45.865	718.6
45.866	716.9
45.867	718.2
45.868	714.0
45.869	713.1
45.870	719.7
45.871	715.5
45.872	714.5
45.873	716.1
45.874	716.6
45.875	712.2
45.876	713.8
45.877	710.5
45.878	714.7
45.879	713.0
45.880	712.7
45.881	713.3
45.882	712.9
45.883	711.4
45.884	713.2
45.885	711.7
45.886	708.9
45.887	713.8
45.888	717.2
45.889	721.9
45.890	724.8
45.891	724.4
45.892	723.9
45.893	727.8
45.894	728.0
45.895	726.1
45.896	722.4
45.897	722.2
45.898	726.3
45.899	726.4
45.900	725.9
45.901	724.2
45.902	728.7
45.903	727.1
45.904	724.2
45.905	723.4
45.906	723.4
45.907	726.0
45.908	723.8
45.909	727.7
45.910	726.4
45.911	727.6
45.912	725.8
45.913	722.4
45.914	721.2
45.915	718.0
45.916	711.9
45.917	708.2
45.918	711.8
45.919	709.4
45.920	705.6
45.921	706.0
45.922	706.8
45.923	707.4
45.924	705.2
45.925	705.9
45.926	708.1
45.927	709.2
45.928	710.3
45.929	712.4
45.930	713.1
45.931	711.8
45.932	708.7
45.933	710.0
45.934	711.4
45.935	711.9
45.936	710.2
45.937	709.0
45.938	709.6
45.939	712.4
45.940	715.5
45.941	714.3
45.942	714.2
45.943	720.1
45.944	726.7
45.945	734.1
45.946	740.6
45.947	741.1
45.948	739.0
45.949	741.6
45.950	747.6
45.951	750.1
45.952	748.9
45.953	751.1
45.954	749.9
45.955	749.1
45.956	752.4
45.957	749.3
45.958	745.6
45.959	743.8
45.960	748.3
45.961	745.7
45.962	749.1
45.963	747.5
45.964	747.0
45.965	746.2
45.966	747.1
45.967	741.3
45.968	739.7
45.969	739.9
45.970	743.5
45.971	743.4
45.972	741.0
45.973	742.1
45.974	740.7
45.975	743.3
45.976	743.0
45.977	752.0
45.978	755.4
45.979	760.6
45.980	761.7
45.981	756.1
45.982	749.0
45.983	744.4
45.984	744.0
45.985	740.6
45.986	741.0
45.987	742.7
45.988	745.7
45.989	746.7
46.014	748.2
46.015	747.9
46.016	751.7
46.017	748.2
46.018	751.1
46.019	750.7
46.020	754.7
46.021	754.2
46.022	749.7
46.023	752.0
46.024	748.3
46.025	752.8
46.026	753.6
46.027	746.7
46.028	747.0
46.029	745.7
46.030	745.1
46.031	749.2
46.032	752.2
46.033	749.6
46.034	747.4
46.035	746.4
46.036	746.3
46.037	746.8
46.038	748.1
46.039	747.0
46.040	746.0
46.041	747.1
46.042	749.6
46.043	751.3
46.044	756.1
46.045	757.4
46.046	753.7
46.047	752.5
46.048	752.7
46.049	746.5
46.050	749.1
46.051	751.2
46.052	751.2
46.053	747.9
46.054	751.3
46.055	751.6
46.056	750.9
46.057	750.4
46.058	754.6
46.059	751.5
46.060	749.3
46.061	745.9
46.062	749.0
46.063	752.8
46.106	728.2
46.107	729.8
46.108	729.4
46.109	725.2
46.110	726.1
46.111	724.4
46.112	724.2
46.113	720.0
46.114	721.7
46.115	723.7
46.116	723.1
46.117	720.9
46.118	722.3
46.119	722.1
46.120	723.6
46.121	719.9
46.122	720.6
46.123	721.2
46.124	719.5
46.125	716.4
46.126	710.5
46.127	707.0
46.128	706.3
46.129	705.1
46.130	705.4
46.131	709.0
46.132	707.3
46.133	706.7
46.134	706.6
46.135	705.9
46.136	701.4
46.137	708.4
46.138	717.2
46.139	717.8
46.140	715.2
46.141	708.5
46.142	707.9
46.143	708.4
46.144	709.3
46.145	706.5
46.146	709.1
46.147	708.0
46.148	711.4
46.149	707.9
46.150	708.0
46.151	709.4
46.152	709.6
46.153	712.1
46.154	706.8
46.155	708.3
46.156	712.5
46.157	708.6
46.158	710.0
46.159	710.9
46.160	708.7
46.161	709.3
46.162	708.8
46.163	709.7
46.164	710.4
46.165	710.4
46.166	707.4
46.167	710.6
46.168	711.5
46.169	709.6
46.170	709.0
46.171	707.1
46.172	703.9
46.173	709.4
46.174	706.9
46.175	705.7
46.176	705.3
46.177	706.8
46.178	704.7
46.179	708.1
46.180	706.9
46.181	708.9
46.182	708.3
46.183	709.8
46.184	712.1
46.185	708.9
46.186	705.7
46.187	709.7
46.188	711.4
46.189	709.8
46.190	708.5
46.191	711.0
46.192	710.7
46.193	716.8
46.194	717.1
46.195	724.7
46.196	724.4
46.197	727.3
46.198	724.9
46.199	719.6
46.200	721.9
46.201	723.7
46.202	726.0
46.203	723.0
46.204	722.6
46.205	721.0
46.206	723.0
46.207	720.4
46.208	718.0
46.209	718.2
46.210	715.7
46.211	710.3
46.212	707.2
46.213	704.1
46.214	706.7
46.215	706.6
46.216	706.9
46.217	704.2
46.218	704.2
46.219	704.7
46.220	707.2
46.221	706.9
46.222	707.3
46.223	709.2
46.224	708.5
46.225	716.2
46.226	721.5
46.227	723.2
46.228	723.9
46.229	723.5
46.230	718.8
46.231	719.6
46.232	720.8
46.233	717.0
46.234	715.4
46.235	706.2
46.236	705.5
46.237	707.2
46.238	706.7
46.239	706.9
46.240	705.1
46.241	702.5
46.242	704.4
46.243	710.5
46.244	714.1
46.245	719.6
46.246	729.3
46.247	745.5
46.248	748.9
46.249	747.1
46.250	752.4
46.251	754.5
46.252	754.6
46.253	750.5
46.254	751.7
46.255	754.8
46.256	753.2
46.257	751.0
46.258	749.7
46.259	748.7
46.260	750.7
46.261	751.9
46.262	747.1
46.263	749.7
46.264	751.0
46.265	755.6
46.266	756.6
46.267	758.5
46.268	762.4
46.269	761.8
46.270	760.7
46.271	767.9
46.272	765.1
46.273	766.4
46.274	765.2
46.275	767.0
46.276	764.5
46.277	762.1
46.278	758.1
46.279	749.8
46.280	740.7
46.281	736.5
46.282	731.7
46.283	725.2
46.284	724.4
46.285	725.8
46.286	724.5
46.287	723.2
46.288	721.5
46.289	720.3
46.290	720.0
46.291	721.6
46.292	722.8
46.293	723.4
46.294	720.7
46.295	722.8
46.296	726.4
46.297	724.8
46.298	725.9
46.299	726.6
46.300	726.9
46.301	726.5
46.302	729.2
46.303	729.1
46.304	727.6
46.305	729.0
46.306	728.3
46.307	727.6
46.308	726.2
46.309	728.1
46.310	727.4
46.311	730.0
46.312	731.7
46.313	732.9
46.314	733.1
46.315	735.4
46.316	732.6
46.317	735.0
46.318	733.2
46.319	731.7
46.320	734.1
46.321	733.8
46.322	731.8
46.323	733.0
46.324	729.5
46.325	728.3
46.326	726.8
46.327	728.5
46.328	728.0
46.329	727.9
46.330	726.9
46.331	726.2
46.332	725.9
46.333	725.7
46.334	725.8
46.335	725.2
46.336	722.6
46.337	719.1
46.338	717.3
46.339	720.1
46.340	716.8
46.341	719.4
46.342	720.8
46.343	725.7
46.344	722.2
46.345	720.5
46.346	713.8
46.347	714.5
46.348	715.3
46.349	711.4
46.350	711.3
46.351	710.6
46.352	712.2
46.353	712.6
46.354	710.2
46.355	709.1
46.356	709.2
46.357	707.9
46.358	707.9
46.359	706.9
46.360	709.5
46.361	711.8
46.362	710.6
46.363	708.7
46.364	711.1
46.365	709.9
46.366	714.7
46.367	711.8
46.368	711.4
46.369	708.3
46.370	711.1
46.371	710.3
46.372	707.6
46.373	711.1
46.374	712.3
46.375	711.3
46.376	711.4
46.377	713.9
46.378	718.6
46.379	722.6
46.380	722.6
46.381	726.2
46.382	727.3
46.383	728.6
46.384	725.2
46.385	720.5
46.386	717.7
46.387	715.9
46.388	715.0
46.389	712.0
46.390	713.1
46.391	712.0
46.392	711.5
46.393	714.1
46.394	712.7
46.395	715.6
46.396	714.7
46.397	712.0
46.398	714.1
46.399	715.0
46.400	717.1
46.401	718.7
46.402	718.4
46.403	715.1
46.404	717.6
46.405	715.5
46.406	712.7
46.407	709.2
46.408	708.0
46.409	706.1
46.410	707.5
46.411	702.8
46.412	704.0
46.413	710.1
46.414	710.2
46.415	720.0
46.416	726.6
46.417	734.2
46.418	747.9
46.419	747.7
46.420	750.0
46.421	755.3
46.422	759.4
46.423	763.1
46.424	768.0
46.425	767.8
46.426	765.7
46.427	763.5
46.428	765.8
46.429	767.5
46.430	766.8
46.431	763.1
46.432	763.3
46.433	763.8
46.434	765.5
46.435	765.8
46.436	757.1
46.437	758.2
46.438	758.6
46.439	752.5
46.440	746.6
46.441	739.0
46.442	734.0
46.443	734.7
46.444	735.3
46.445	744.9
46.446	750.3
46.447	752.1
46.448	753.5
46.449	755.0
46.450	754.9
46.451	753.5
46.452	754.8
46.453	752.7
46.454	752.3
46.455	752.2
46.456	751.2
46.457	754.4
46.458	751.7
46.459	750.8
46.460	751.3
46.461	750.4
46.462	750.3
46.463	754.6
46.464	755.9
46.465	755.8
46.466	756.7
46.467	756.4
46.468	758.4
46.469	758.4
46.470	757.3
46.471	758.9
46.472	758.8
46.473	759.8
46.474	759.6
46.475	754.3
46.476	756.4
46.477	757.2
46.478	757.3
46.479	753.4
46.480	758.2
46.481	761.8
46.482	760.2
46.483	757.3
46.484	754.8
46.485	754.0
46.486	752.4
46.487	753.9
46.488	754.3
46.489	756.4
46.490	755.7
46.491	753.2
46.492	753.2
46.493	756.3
46.494	756.5
46.495	754.8
46.496	751.2
46.497	750.4
46.498	749.4
46.499	746.2
46.500	742.6
46.501	740.7
46.502	734.3
46.503	730.9
46.504	730.2
46.505	730.0
46.506	731.7
46.507	732.5
46.545	732.0
46.546	732.2
46.547	731.2
46.548	730.1
46.549	729.0
46.550	733.4
46.551	734.5
46.552	733.4
46.553	733.9
46.554	734.5
46.555	735.9
46.556	729.7
46.557	728.6
46.558	727.8
46.559	732.7
46.560	734.3
46.561	732.5
46.562	726.8
46.563	726.3
46.564	725.9
46.565	722.7
46.566	723.9
46.567	720.5
46.568	719.2
46.569	716.9
46.570	715.6
46.571	714.7
46.572	709.7
46.573	710.9
46.574	710.9
46.575	713.6
46.576	712.5
46.577	712.9
46.578	711.5
46.579	712.2
46.580	710.0
46.581	713.0
46.582	713.6
46.583	716.9
46.584	715.4
46.585	713.1
46.586	714.3
46.587	712.2
46.588	710.9
46.589	708.9
46.590	706.8
46.591	705.5
46.592	707.1
46.593	713.1
46.594	708.1
46.595	709.6
46.596	708.2
46.597	711.5
46.598	711.4
46.599	710.0
46.600	710.0
46.601	709.1
46.602	711.2
46.603	712.7
46.604	711.7
46.605	710.2
46.606	710.5
46.607	710.5
46.608	709.6
46.609	713.0
46.610	710.0
46.611	709.4
46.612	711.1
46.613	710.2
46.614	711.5
46.615	708.8
46.616	707.7
46.617	708.0
46.618	710.6
46.619	710.7
46.620	709.7
46.621	712.6
46.622	711.0
46.623	711.9
46.624	714.3
46.625	712.4
46.626	713.3
46.627	714.6
46.628	714.7
46.629	713.5
46.630	712.9
46.631	711.9
46.632	711.4
46.633	712.9
46.634	710.0
46.635	710.8
46.636	710.3
46.637	711.4
46.638	709.8
46.639	710.0
46.640	714.9
46.641	711.6
46.642	706.8
46.643	712.3
46.644	712.7
46.645	718.4
46.646	717.6
46.647	715.3
46.648	721.7
46.649	720.7
46.650	722.0
46.651	721.8
46.652	719.4
46.653	717.6
46.654	717.3
46.655	719.4
46.656	719.5
46.657	715.5
46.658	716.9
46.659	717.2
46.660	718.1
46.661	713.3
46.662	712.6
46.663	716.5
46.664	718.3
46.665	715.0
46.666	717.5
46.667	716.8
46.668	717.2
46.669	719.1
46.670	719.3
46.671	721.5
46.672	720.7
46.673	723.1
46.674	725.6
46.675	728.5
46.676	732.6
46.677	731.4
46.678	731.7
46.679	730.8
46.680	728.5
46.681	732.2
46.682	726.3
46.683	723.1
46.684	722.0
46.685	720.8
46.686	721.9
46.687	721.5
46.688	722.4
46.689	722.5
46.690	723.0
46.691	721.6
46.692	720.6
46.693	720.1
46.694	718.8
46.695	718.5
46.696	718.6
46.697	713.9
46.698	714.0
46.699	710.6
46.700	711.0
46.701	709.2
46.702	707.9
46.703	708.1
46.704	706.2
46.705	708.1
46.706	710.0
46.707	712.6
46.708	714.0
46.709	715.1
46.710	719.8
46.711	724.5
46.712	731.5
46.713	738.2
46.714	747.3
46.715	758.9
46.716	756.3
46.717	754.0
46.718	745.4
46.719	743.4
46.720	745.6
46.721	752.2
46.722	751.4
46.723	752.1
46.724	752.6
46.725	755.1
46.726	761.2
46.727	764.3
46.728	768.4
46.729	770.6
46.730	768.9
46.731	767.6
46.732	767.8
46.733	765.6
46.734	765.4
46.735	764.0
46.736	759.0
46.737	761.9
46.738	762.5
46.739	760.1
46.740	758.7
46.741	760.5
46.742	759.7
46.743	759.6
46.744	762.0
46.745	757.6
46.746	758.5
46.747	758.5
46.748	758.0
46.749	757.4
46.750	757.4
46.751	759.1
46.752	757.5
46.753	756.5
46.754	759.1
46.755	760.8
46.756	762.0
46.757	759.5
46.758	762.2
46.759	758.5
46.760	756.7
46.761	756.5
46.762	756.5
46.763	752.7
46.764	753.9
46.765	756.9
46.766	756.3
46.767	758.3
46.768	755.1
46.769	756.1
46.770	756.0
46.771	758.1
46.772	754.0
46.773	756.2
46.774	756.0
46.775	754.1
46.776	758.2
46.777	759.8
46.778	761.9
46.779	757.4
46.780	758.5
46.781	759.8
46.782	757.0
46.783	758.3
46.784	760.1
46.785	767.7
46.786	770.5
46.787	761.6
46.788	753.0
46.789	750.1
46.790	745.3
46.791	745.2
46.792	743.9
46.793	746.4
46.794	744.6
46.795	747.1
46.796	747.8
46.797	748.6
46.798	749.5
46.799	750.7
46.800	752.0
46.801	755.8
46.802	753.1
46.803	749.0
46.804	745.9
46.805	738.7
46.806	741.6
46.807	741.8
46.808	740.4
46.809	743.4
46.810	743.1
46.811	741.9
46.812	736.4
46.813	734.8
46.814	730.0
46.815	727.3
46.816	727.5
46.817	728.5
46.818	731.6
46.819	726.5
46.820	721.4
46.821	722.9
46.822	720.8
46.823	720.2
46.824	721.1
46.825	721.0
46.826	718.9
46.827	720.0
46.828	722.7
46.829	724.8
46.830	727.6
46.831	731.9
46.832	737.5
46.833	738.7
46.834	741.6
46.835	737.9
46.836	739.1
46.837	737.0
46.838	730.4
46.839	725.6
46.840	723.9
46.841	718.3
46.842	715.5
46.843	714.9
46.844	710.9
46.845	711.9
46.846	712.8
46.847	710.6
46.848	710.2
46.849	710.4
46.850	713.0
46.851	708.8
46.852	708.1
46.853	707.8
46.854	704.4
46.855	708.9
46.856	708.4
46.857	712.8
46.858	716.0
46.859	714.7
46.860	713.3
46.861	713.4
46.862	713.3
46.863	716.1
46.864	714.7
46.865	716.7
46.866	716.8
46.867	715.1
46.868	720.0
46.869	721.8
46.870	727.3
46.871	731.4
46.872	731.1
46.873	732.5
46.874	728.3
46.875	728.9
46.876	727.1
46.877	724.3
46.878	727.1
46.879	723.5
46.880	721.2
46.881	722.5
46.882	725.3
46.883	726.9
46.884	724.5
46.885	722.0
46.886	720.5
46.887	721.2
46.888	722.5
46.889	722.8
46.890	722.5
46.891	720.9
46.892	719.8
46.893	717.4
46.894	716.6
46.895	719.4
46.896	719.3
46.897	717.9
46.898	719.6
46.899	714.9
46.900	718.1
46.901	713.7
46.902	714.2
46.903	716.7
46.904	713.7
46.905	715.5
46.906	710.6
46.944	744.6
46.945	746.8
46.946	748.0
46.947	746.9
46.948	751.1
46.949	748.0
46.950	750.8
46.951	748.5
46.952	749.5
46.953	747.8
46.954	746.0
46.955	748.9
46.956	751.3
46.957	749.5
46.958	750.2
46.959	753.5
46.960	749.9
46.961	750.5
46.962	749.8
46.963	749.6
46.964	749.9
46.965	749.0
46.966	750.0
46.967	749.6
46.968	751.9
46.969	751.4
46.970	750.4
46.971	749.5
46.972	751.7
46.973	749.6
46.974	753.5
46.975	752.7
46.976	750.0
46.977	748.3
46.978	749.2
46.979	753.2
46.980	751.4
46.981	751.2
46.982	751.4
46.983	750.1
46.984	752.7
46.985	748.1
46.986	748.4
46.987	744.9
46.988	744.6
46.989	745.4
46.990	749.7
46.991	748.2
46.992	749.4
46.993	750.2
46.994	746.4
46.995	746.0
46.996	747.1
46.997	748.6
46.998	747.4
47.016	751.5
47.017	752.1
47.018	752.3
47.019	752.9
47.020	752.4
47.021	754.9
47.022	754.6
47.023	754.4
47.024	757.8
47.025	762.1
47.026	764.0
47.027	763.7
47.028	760.4
47.029	758.6
47.030	752.0
47.031	748.3
47.032	745.0
47.033	739.5
47.034	736.5
47.035	738.0
47.036	740.1
47.037	738.8
47.038	737.6
47.039	735.9
47.040	736.3
47.041	737.8
47.042	737.7
47.043	740.3
47.044	743.8
47.045	743.7
47.046	743.6
47.047	744.6
47.048	741.1
47.049	742.8
47.050	742.6
47.051	737.2
47.052	735.6
47.053	737.8
47.054	737.4
47.055	735.2
47.056	736.4
47.057	735.5
47.058	735.4
47.059	737.3
47.060	738.0
47.061	736.5
47.062	739.5
47.063	736.1
47.064	736.1
47.065	737.1
47.066	731.8
47.067	732.9
47.068	733.5
47.069	738.2
47.070	737.3
47.071	735.8
47.072	734.3
47.073	732.9
47.074	737.2
47.075	739.3
47.076	739.2
47.077	739.4
47.078	738.3
47.079	739.6
47.080	739.1
47.081	737.0
47.082	737.0
47.083	736.1
47.084	736.6
47.085	737.9
47.086	737.6
47.087	738.4
47.088	739.1
47.089	741.4
47.090	739.9
47.091	740.3
47.092	739.8
47.093	736.3
47.094	734.7
47.095	736.6
47.096	737.4
47.097	734.8
47.098	736.7
47.099	739.3
47.100	739.5
47.101	740.6
47.102	738.5
47.103	738.0
47.104	738.0
47.105	741.8
47.106	737.5
47.107	735.5
47.108	731.3
47.109	731.9
47.110	726.9
47.111	721.2
47.112	718.4
47.113	720.4
47.114	728.2
47.115	736.6
47.116	737.4
47.117	729.8
47.118	725.9
47.119	730.0
47.120	728.2
47.121	729.5
47.122	727.1
47.123	728.9
47.124	727.3
47.125	726.3
47.126	728.8
47.127	729.3
47.128	729.5
47.129	727.5
47.130	725.7
47.131	720.5
47.132	718.8
47.133	719.6
47.134	715.4
47.135	716.7
47.136	717.9
47.137	717.9
47.138	717.9
47.139	721.3
47.140	719.0
47.141	723.9
47.142	734.2
47.143	739.1
47.144	746.5
47.145	751.2
47.146	752.2
47.147	751.9
47.148	751.6
47.149	747.2
47.150	740.6
47.151	743.9
47.152	742.8
47.153	733.7
47.154	730.3
47.155	729.8
47.156	722.1
47.157	720.3
47.158	718.7
47.159	720.4
47.160	721.5
47.161	723.0
47.162	718.6
47.163	717.5
47.164	720.0
47.165	724.9
47.166	728.4
47.167	731.5
47.168	730.7
47.169	732.1
47.170	731.3
47.171	736.0
47.172	733.3
47.173	725.5
47.174	719.4
47.175	719.0
47.176	718.2
47.177	714.6
47.178	716.3
47.179	716.8
47.180	715.2
47.181	717.0
47.182	717.7
47.183	722.1
47.184	722.0
47.185	721.9
47.186	717.4
47.187	720.0
47.188	720.1
47.189	717.7
47.190	720.6
47.191	726.2
47.192	727.3
47.193	724.9
47.194	725.7
47.195	729.0
47.196	736.3
47.197	744.7
47.198	749.1
47.199	746.4
47.200	746.1
47.201	748.0
47.202	748.4
47.203	751.7
47.204	754.6
47.205	760.6
47.206	768.8
47.207	772.7
47.208	773.8
47.209	772.6
47.210	759.9
47.211	753.9
47.212	750.2
47.213	753.5
47.214	753.0
47.215	753.9
47.216	752.3
47.217	759.6
47.218	762.3
47.219	761.2
47.220	759.4
47.221	762.7
47.222	759.9
47.223	758.6
47.224	755.9
47.225	755.4
47.226	755.0
47.227	754.3
47.228	755.4
47.229	754.2
47.230	756.6
47.231	758.4
47.232	762.3
47.233	762.8
47.234	763.4
47.235	763.2
47.236	766.9
47.237	763.4
47.238	766.1
47.239	766.0
47.240	763.8
47.241	768.1
47.242	764.6
47.243	763.6
47.244	762.5
47.245	762.9
47.246	767.4
47.247	770.0
47.248	772.3
47.249	778.0
47.250	780.1
47.251	780.1
47.252	781.3
47.253	782.3
47.254	782.1
47.255	779.4
47.256	773.6
47.257	771.7
47.258	768.8
47.259	764.9
47.260	764.6
47.261	760.6
47.262	759.3
47.263	758.2
47.264	757.3
47.265	754.6
47.266	757.2
47.267	756.7
47.268	755.6
47.269	757.6
47.270	758.4
47.271	758.2
47.272	753.4
47.273	753.6
47.274	749.2
47.275	749.1
47.276	748.1
47.277	748.6
47.278	751.3
47.279	747.8
47.280	748.1
47.281	745.4
47.282	743.3
47.283	741.4
47.284	738.2
47.285	739.6
47.286	737.5
47.287	735.9
47.288	736.7
47.289	735.1
47.290	734.8
47.291	734.1
47.292	733.7
47.293	733.7
47.294	737.9
47.295	736.2
47.296	739.8
47.297	739.9
47.298	743.3
47.299	742.6
47.300	742.2
47.301	744.7
47.302	744.9
47.303	743.8
47.304	744.2
47.305	743.0
47.306	743.0
47.307	743.1
47.308	743.1
47.309	743.7
47.310	744.1
47.311	739.9
47.312	741.6
47.313	741.9
47.314	744.4
47.315	741.6
47.316	742.1
47.317	737.6
47.318	730.9
47.319	725.5
47.320	725.4
47.321	727.4
47.322	727.0
47.323	726.1
47.324	727.9
47.325	728.3
47.326	726.0
47.327	723.0
47.328	727.0
47.329	726.3
47.330	725.5
47.331	723.9
47.332	723.0
47.333	722.8
47.334	723.6
47.335	724.0
47.336	724.8
47.337	725.9
47.338	723.2
47.339	725.5
47.340	726.9
47.341	722.7
47.342	723.7
47.343	725.6
47.344	725.4
47.345	725.2
47.346	726.7
47.347	725.5
47.348	726.5
47.349	728.2
47.350	725.4
47.351	724.6
47.352	727.0
47.353	727.8
47.354	729.6
47.355	729.2
47.356	729.8
47.357	726.9
47.358	725.8
47.359	725.0
47.360	722.7
47.361	724.8
47.362	722.2
47.363	725.7
47.364	726.9
47.365	726.9
47.366	726.4
47.367	718.3
47.368	719.8
47.369	718.5
47.370	721.0
47.371	718.8
47.372	714.9
47.373	714.7
47.374	715.5
47.375	714.7
47.376	715.1
47.377	716.3
47.378	716.3
47.379	713.6
47.380	715.0
47.381	715.8
47.382	717.1
47.383	714.4
47.384	709.6
47.385	713.8
47.386	716.3
47.387	718.8
47.388	720.1
47.389	722.7
47.390	723.2
47.391	727.7
47.392	728.6
47.393	733.1
47.394	730.1
47.395	733.5
47.396	731.6
47.397	731.5
47.398	736.9
47.399	730.6
47.400	730.4
47.401	725.9
47.402	719.4
47.403	721.9
47.404	725.0
47.405	723.6
47.406	727.9
47.407	727.7
47.408	727.8
47.409	726.4
47.410	725.6
47.411	720.0
47.412	718.7
47.413	718.5
47.414	716.6
47.415	722.1
47.416	726.8
47.417	726.8
47.418	727.1
47.419	724.9
47.420	720.4
47.421	714.3
47.422	716.7
47.423	718.6
47.424	724.6
47.425	733.8
47.426	744.0
47.427	748.3
47.428	745.9
47.429	743.4
47.430	745.5
47.431	750.0
47.432	752.8
47.433	753.9
47.434	752.8
47.435	752.2
47.436	751.8
47.437	755.6
47.438	754.8
47.439	757.2
47.440	760.5
47.441	761.2
47.442	760.9
47.443	763.1
47.444	763.7
47.445	762.3
47.446	763.9
47.447	762.3
47.448	760.1
47.449	753.8
47.450	753.5
47.451	753.4
47.452	756.6
47.453	757.1
47.454	754.5
47.455	755.2
47.456	759.0
47.457	759.4
47.458	761.7
47.459	763.2
47.460	762.8
47.461	761.6
47.462	762.1
47.463	767.3
47.464	769.1
47.465	773.5
47.466	768.7
47.467	768.0
47.468	767.0
47.469	766.6
47.470	765.8
47.471	765.7
47.472	763.7
47.473	763.9
47.474	763.0
47.475	766.7
47.476	762.1
47.477	765.2
47.478	764.6
47.479	764.4
47.480	765.6
47.481	768.0
47.482	765.7
47.483	764.5
47.484	764.2
47.485	763.9
47.486	765.5
47.487	761.2
47.488	760.0
47.489	760.3
47.490	758.9
47.491	760.0
47.492	763.1
47.493	762.5
47.494	764.0
47.495	764.3
47.496	762.8
47.497	762.0
47.498	762.3
47.499	760.8
47.500	756.5
47.501	760.2
47.502	760.8
47.503	762.8
47.504	762.4
47.505	762.1
47.506	760.9
47.507	763.8
47.508	766.6
47.509	768.4
47.510	766.1
47.511	762.7
47.512	760.8
47.513	760.0
47.514	758.8
47.515	756.7
47.516	750.9
47.517	750.8
47.518	751.0
47.519	749.6
47.520	743.7
47.521	746.9
47.522	749.3
47.523	749.9
47.524	749.7
47.525	747.4
47.526	742.5
47.527	747.0
47.528	746.7
47.529	747.8
47.530	749.0
47.531	744.5
47.532	744.0
47.533	744.1
47.534	739.3
47.535	739.7
47.536	740.0
47.537	737.0
47.538	733.3
47.539	735.7
47.540	735.1
47.541	735.0
47.542	733.2
47.543	732.4
47.544	730.7
47.545	727.0
47.546	728.4
47.547	730.1
47.548	727.8
47.549	725.3
47.550	718.9
47.551	719.2
47.552	720.1
47.553	719.6
47.554	720.2
47.555	719.0
47.556	719.6
47.557	713.6
47.558	716.9
47.559	714.4
47.560	714.7
47.561	714.1
47.562	715.4
47.563	719.1
47.564	718.2
47.565	718.6
47.566	718.3
47.567	718.2
47.568	715.8
47.569	715.1
47.570	713.7
47.571	715.3
47.572	714.3
47.573	714.9
47.574	710.1
47.575	710.5
47.576	714.5
47.577	718.8
47.578	715.8
47.579	718.7
47.580	719.9
47.581	715.0
47.582	715.5
47.583	717.0
47.584	715.5
47.585	713.6
47.586	712.1
47.587	713.6
47.603	738.0
47.604	740.1
47.605	741.0
47.606	743.6
47.607	746.8
47.608	741.5
47.609	741.6
47.610	744.0
47.611	747.3
47.612	747.7
47.613	744.8
47.614	737.6
47.615	731.0
47.616	727.8
47.617	730.4
47.618	734.3
47.619	737.7
47.620	736.6
47.621	740.4
47.622	737.5
47.623	737.7
47.624	740.1
47.625	738.6
47.626	736.7
47.627	734.3
47.628	730.0
47.629	732.7
47.630	727.9
47.631	728.6
47.632	729.1
47.633	729.3
47.634	730.5
47.635	735.0
47.636	743.6
47.637	746.4
47.638	750.0
47.639	753.5
47.640	755.6
47.641	756.5
47.642	755.9
47.643	758.2
47.644	756.8
47.645	760.0
